,run,orbSize,simTicks,hostSeconds,numPackets,avgReadLatency,avgWriteLatency,readBW,writeBW,numHits,numMisses,numRdHits,numWrHits,numRdMisses,numWrMisses,numColdMisses,numHotMisses,numWrBacks,totNumConf,totNumConfBufFull,timeInDramRead,timeInDramWrite,timeInWaitingToIssueNvmRead,timeInNvmRead,timeInNvmWrite,drRdQingTime,drWrQingTime,nvmRdQingTime,nvmWrQingTime,drRdDevTime,drWrDevTime,nvRdDevTime,nvWrDevTime,totNumPktsDrRd,totNumPktsDrWr,totNumPktsNvmRdWait,totNumPktsNvmRd,totNumPktsNvmWr,maxNumConf,maxDrRdEvQ,maxDrRdRespEvQ,maxDrWrEvQ,maxNvRdIssEvQ,maxNvRdEvQ,maxNvRdRespEvQ,maxNvWrEvQ,dram.avgRdBW,dram.avgWrBW,dram.peakBW,dram.busUtil,dram.busUtilRead,dram.busUtilWrite,nvm.avgRdBW,nvm.avgWrBW,nvm.peakBW,nvm.busUtil,nvm.busUtilRead,nvm.busUtilWrite,dram.avgBusLat,nvm.avgBusLat,totBW,ARL,AWL,totBusUtil%,avgDramRdQingTime,avgDramWrQingTime,avgNvmRdQingTime,avgNvmWrQingTime,missRatio,HitRatio
0,ddr4 12 R RO Hit,1,1000000021334,65.55,21284400,113877.239572,nan,1362201442.938795,0,21022255,262144,21022255,0,262144,0,262144,0,0,65,0,954215615318,4686086288,39316200000,4585684992,0,581908908010,100663440,39316462144,0,372306707308,4585422848,4585422848,0,21284399,262144,262108,262108,0,1,1,1,1,1,1,1,0,1362.201571,16.777216,19207.00,7.18,7.09,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,1.3622014429387952,113.87723957200001,,7.27,27.33969176249703,0.38400054931640626,150.00100013734797,,1.2316250399353517,98.76837026178798
1,ddr4 12 R RO Hit,2,1000000004631,127.02,41055011,93036.169937,nan,2627520435.831953,0,40792865,262144,40792865,0,262144,0,262144,0,0,311,0,1952090014180,6945885004,39925898859,6474506309,0,1233955796752,2360462156,41814982320,0,718134217428,4585422848,4585422848,0,41055009,262144,262108,262108,0,1,2,2,2,1,2,2,0,2627.520692,16.777216,19207.00,13.77,13.68,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,2.627520435831953,93.036169937,,13.86,30.05615701489677,9.004448532104492,159.53340729775513,,0.6385188887173846,99.3614762397701
2,ddr4 12 R RO Hit,4,1000000002003,248.79,74768731,86750.348819,nan,4785198326.415248,0,74506583,262144,74506583,0,262144,0,262144,0,0,1116,0,3941768869551,8666476634,41075058206,8041885164,0,2633914296867,4081053786,44531520522,0,1307854572684,4585422848,4585422848,0,74768727,262144,262110,262110,0,1,4,4,4,3,4,4,0,4785.198774,16.777216,19207.00,25.00,24.91,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,4.785198326415248,86.75034881900001,,25.09,35.227486177034955,15.567984718322753,169.8963050703903,,0.35060645873473495,99.64938819143526
3,ddr4 12 R RO Hit,8,1000000019594,466.78,122794171,93127.230601,nan,7858826214.014159,0,122532019,262144,122532019,0,262144,0,262144,0,0,3720,0,7925576838242,10381730015,43093385130,10889432972,0,5777661339046,5796307167,49397395254,0,2147915499196,4585422848,4585422848,0,122794163,262144,262115,262115,0,2,8,8,8,7,8,6,0,7858.826342,16.777216,19207.00,41.00,40.92,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,7.858826214014159,93.12723060100001,,41.09,47.051595921916906,22.11115710067749,188.45695688533658,,0.21348244616595033,99.78651103886682
4,ddr4 12 R RO Hit,16,1000000004563,948.34,221957611,98512.353043,nan,14205285759.181282,0,221695451,262144,221695451,0,262144,0,262144,0,0,13544,7,15860495649541,11816358470,47021459272,15270301537,0,11978013397801,7230935622,57706337961,0,3882482251740,4585422848,4585422848,0,221957595,262144,262120,262120,0,32,16,14,14,12,16,10,0,14205.286719,16.777216,19207.00,74.05,73.96,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,14.205285759181281,98.51235304299999,,74.14,53.965323411442625,27.58383034515381,220.1523651800702,,0.11810543410471291,99.88188735731165
5,ddr4 12 R RO Hit,32,1000000003007,1282.93,269897109,142022.629104,nan,17273412492.058849,0,269634933,262144,269634933,0,262144,0,262144,0,0,32957,46,31763677330175,12099416007,53181307000,20156735177,0,27042637659291,7513993159,68752619329,0,4721039670884,4585422848,4585422848,0,269897077,262144,262124,262124,0,32,32,14,25,12,32,14,0,17273.413644,16.777216,19207.00,90.02,89.93,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,17.27341249205885,142.022629104,,90.11,100.19611164329505,28.663609157562256,262.2904401313882,,0.09712738345781985,99.90286076017213
6,ddr4 12 R RO Hit,64,1000000002255,1525.80,277766109,254063.496182,nan,17777026455.912807,0,277503901,262144,277503901,0,262144,0,262144,0,0,68206,321,63540948635065,12040529544,61788157126,20842592814,0,58682264975925,7455106696,78045327092,0,4858683659140,4585422848,4585422848,0,277766045,262144,262130,262130,0,32,64,14,41,12,51,14,0,17777.027672,16.777216,19207.00,92.64,92.55,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,17.777026455912807,254.063496182,,92.73,211.26507732766618,28.43897512817383,297.73519662762754,,0.09437580450104516,99.90560115453106
7,ddr4 12 R RO Hit,128,1000000002430,1882.06,284093266,472217.618143,nan,18181960339.817837,0,283830994,262144,283830994,0,262144,0,262144,0,0,142712,3718,127175853417174,12052885858,63244647327,22245048084,0,122206496247278,7467463010,80904272563,0,4969357169896,4585422848,4585422848,0,284093138,262144,262134,262134,0,32,128,14,76,13,58,14,0,18181.961620,16.777216,19207.00,94.75,94.66,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,18.181960339817838,472.217618143,,94.84,430.1634918309009,28.48611072540283,308.63708089374137,,0.09227392246601157,99.90768102190778
8,ddr4 12 R RO Hit,256,1000000001365,2633.37,285351010,918091.933948,nan,18262447783.071762,0,285088610,262144,285088610,0,262144,0,262144,0,0,314528,35616,254550907803944,12042161762,63942226682,22280668393,0,249559552414976,7456738914,81637472227,0,4991355388968,4585422848,4585422848,0,285350754,262144,262136,262136,0,32,256,14,142,13,64,14,0,18262.449063,16.777216,19207.00,95.17,95.08,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,18.262447783071764,918.0919339479999,,95.26,874.5712037437826,28.44520154571533,311.43174621951965,,0.09186720593699668,99.9080430799947
9,ddr4 12 R RO Hit,512,1000000001411,3827.34,285640517,1810486.077321,nan,18280959846.205566,0,285377861,262144,285377861,0,262144,0,262144,0,0,646854,89052,509457294380311,12031254444,64827171324,21965948372,0,504460879412851,7445831596,82207696848,0,4996414967460,4585422848,4585422848,0,285640005,262144,262134,262134,0,32,512,14,270,57,64,14,0,18280.961126,16.777216,19207.00,95.27,95.18,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,18.280959846205565,1810.486077321,,95.36,1766.0722258174271,28.40359342956543,313.60943963011283,,0.09177409519952662,99.90804665852079
10,ddr4 12 R RO Hit,1024,1000000001317,6576.51,285743044,3607472.189487,nan,18287488359.915375,0,285479869,262144,285479869,0,262144,0,262144,0,0,1435185,321324,1020946542705812,12030497903,64921249599,21735432840,0,1015948343414416,7445075055,82071259591,0,4998199291396,4585422848,4585422848,0,285742013,262144,262125,262125,0,32,1024,14,270,63,64,14,0,18287.489640,16.777216,19207.00,95.30,95.21,0.09,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,18.287488359915375,3607.472189487,,95.39,3555.474159182941,28.400707454681395,313.09970277920837,,0.09174116588468904,99.90789802043265
11,ddr4 12 R RO Miss,1,1000000037146,22.73,5119156,404202.517583,nan,327625843.830010,0,607751,4511404,607751,0,4511404,0,262144,4249261,0,15,0,211176425598,80683946048,676694850000,78917990172,0,121632166338,1770467280,676699361404,0,89544259260,78913478768,78913478768,0,5119155,4511404,4511299,4511299,0,1,1,1,1,1,1,1,0,327.625972,288.729845,19207.00,3.21,1.71,1.50,288.73,0.00,19207.00,1.50,1.50,0.00,3332.00,3332.00,0.32762584383001,404.20251758300003,,4.71,23.76020384965878,0.39244263648301064,150.00100002327488,,88.12788670632425,11.872093759205619
12,ddr4 12 R RO Miss,2,1000000115260,44.93,9842858,320679.596968,nan,629942647.392810,0,1198180,8644676,1198180,0,8644676,0,262144,8382534,0,64,0,442659781816,177738881468,1322529288240,194348019810,0,270488544664,26526208876,1365664635458,0,172171237152,151212672592,151212672592,0,9842856,8644676,8644471,8644471,0,1,2,2,2,1,2,2,0,629.942839,553.259200,19207.00,6.16,3.28,2.88,553.26,0.00,19207.00,2.88,2.88,0.00,3332.00,3332.00,0.62994264739281,320.679596968,,9.04,27.48069713343363,3.068502379499243,157.98128485340516,,87.82688930389934,12.173090376799097
13,ddr4 12 R RO Miss,4,1000000095525,83.05,16680427,297942.180349,nan,1067546906.022582,0,2052484,14627940,2052484,0,14627940,0,262144,14365799,0,218,0,933827726143,380546463101,2328776058179,380099766175,0,642053749535,124674536621,2453003897874,0,291773976608,255871926480,255871926480,0,16680424,14627940,14627627,14627627,0,1,4,4,4,3,4,4,0,1067.547226,936.188071,19207.00,10.43,5.56,4.87,936.19,0.00,19207.00,4.87,4.87,0.00,3332.00,3332.00,1.067546906022582,297.94218034899995,,15.3,38.491452587476196,8.523041290913143,167.6966399180127,,87.69523705837986,12.30474495646904
14,ddr4 12 R RO Miss,8,1000000128986,147.97,25720767,315666.357787,nan,1646128491.672470,0,3182005,22538755,3182005,0,22538755,0,262144,22276618,0,699,0,1983779388430,737044863936,3827472790612,806714725171,0,1533871854510,342796961476,4239939613323,0,449907533920,394247902460,394247902460,0,25720760,22538755,22538289,22538289,0,1,8,8,8,7,8,7,0,1646.128812,1442.480134,19207.00,16.08,8.57,7.51,1442.48,0.00,19207.00,7.51,7.51,0.00,3332.00,3332.00,1.64612849167247,315.66635778700004,,23.589999999999996,59.63555721176202,15.2092234675784,188.12162774747452,,87.62862709342998,12.37134569120742
15,ddr4 12 R RO Miss,16,1000000133529,257.88,37309778,387618.613472,nan,2387824641.156163,0,4631191,32678571,4631191,0,32678571,0,262144,32416443,0,2171,0,4689054687616,1312360832239,6187999670555,1855863661650,0,4036432330712,740747268307,7472249768273,0,652622356904,571613563932,571613563932,0,37309762,32678571,32678005,32678005,0,2,16,14,15,13,16,12,0,2387.825473,2091.428265,19207.00,23.32,12.43,10.89,2091.43,0.00,19207.00,10.89,10.89,0.00,3332.00,3332.00,2.387824641156163,387.618613472,,34.21,108.18702972996718,22.667676267331274,228.6629727938716,,87.58714940624948,12.412807709550028
16,ddr4 12 R RO Miss,32,1000000112423,421.39,55046159,482120.748906,nan,3522952051.939161,0,6846490,48199637,6846490,0,48199637,0,262144,47937524,0,6728,0,9753806981852,2098759019250,10649570772198,4045832405226,0,8790940128368,1255650968846,13852295127020,0,962866853484,843108050404,843108050404,0,55046127,48199637,48199064,48199064,0,2,32,14,29,13,32,14,0,3522.953332,3084.776421,19207.00,34.40,18.34,16.06,3084.78,0.00,19207.00,16.06,16.06,0.00,3332.00,3332.00,3.5229520519391606,482.120748906,,50.459999999999994,159.7013379046268,26.051046169621568,287.39759608236375,,87.5622166480317,12.437725218938528
17,ddr4 12 R RO Miss,64,1000000050465,875.30,73795945,558219.723777,nan,4722937745.656947,0,9190189,64605692,9190189,0,64605692,0,262144,64343612,0,18180,0,14259019633573,2960027607187,18150424489142,6300538964363,0,12968182083121,1829944842723,23320880689041,0,1290837550452,1130082764464,1130082764464,0,73795881,64605692,64605279,64605279,0,2,45,14,48,13,52,14,0,4722.939986,4134.764079,19207.00,46.12,24.59,21.53,4134.77,0.00,19207.00,21.53,21.53,0.00,3332.00,3332.00,4.722937745656947,558.219723777,,67.65,175.73043247659038,28.324823805354487,360.97484679295326,,87.54639838272956,12.453514891638017
18,ddr4 12 R RO Miss,128,1000000000693,768.25,75338717,969094.255703,nan,4821673468.658580,0,9383623,65954966,9383623,0,65954966,0,262144,65692948,0,36876,0,43692123019936,3033036355690,19324291000878,7450364339805,0,42374300421148,1879352090418,25620971075411,0,1317822598788,1153684265272,1153684265272,0,75338589,65954966,65954584,65954584,0,3,90,14,78,13,61,14,0,4821.675581,4221.117821,19207.00,47.08,25.10,21.98,4221.12,0.00,19207.00,21.98,21.98,0.00,3332.00,3332.00,4.82167346865858,969.094255703,,69.06,562.451473854229,28.494474402700778,388.46384165520624,,87.54458348421304,12.45524661642433
19,ddr4 12 R RO Miss,256,1000000021415,1051.16,75946407,1806193.052487,nan,4860561495.911076,0,9459885,66486266,9459885,0,66486266,0,262144,66224363,0,74652,0,107282612544899,3055812785614,19676356386084,7550111730477,0,105954162471607,1892835020742,26063490351689,0,1328450073292,1162977764872,1162977764872,0,75946151,66486266,66485894,66485894,0,5,192,14,142,13,64,14,0,4860.563800,4255.120933,19207.00,47.46,25.31,22.15,4255.13,0.00,19207.00,22.15,22.15,0.00,3332.00,3332.00,4.8605614959110754,1806.193052487,,69.61,1395.1222158922446,28.46956423665002,392.0153401515365,,87.54366220379589,12.456000716399922
20,ddr4 12 R RO Miss,512,1000000013061,1347.53,77077722,3446404.416265,nan,4932957503.570642,0,9601262,67475947,9601262,0,67475947,0,262144,67214283,0,151900,0,234722758881073,3099355928004,20287436556248,7507621094383,0,233374524341245,1919066663080,26614768385707,0,1348234539828,1180289264924,1180289264924,0,77077209,67475947,67475548,67475548,0,7,420,14,270,41,64,14,0,4932.959936,4318.460552,19207.00,48.17,25.68,22.48,4318.48,0.00,19207.00,22.48,22.48,0.00,3332.00,3332.00,4.932957503570642,3446.4044162650002,,70.65,3027.8019581799467,28.440751829388923,394.4357500543308,,87.54273640832302,12.456598029713437
21,ddr4 12 R RO Miss,1024,1000000001162,2108.51,77199268,10092884.253836,nan,4940703162.258903,0,9616479,67581764,9616479,0,67581764,0,262144,67320561,0,302781,0,746668123375628,3103990336728,20339711547798,7496054572836,0,745317771709072,1921850120840,26653625904746,0,1350351666556,1182140215888,1182140215888,0,77198243,67581764,67581234,67581234,0,12,876,14,270,34,64,14,0,4940.704954,4325.232891,19207.00,48.24,25.72,22.52,4325.25,0.00,19207.00,22.52,22.52,0.00,3332.00,3332.00,4.940703162258902,10092.884253836,,70.76,9654.595010783756,28.437406884496237,394.39389201958045,,87.54197513893526,12.456697128268107
22,ddr4 12 R WO Hit,1,1000000006640,81.02,20334467,nan,59177.583512,0,1301405815.358665,20072263,262144,0,20072263,0,262144,262144,0,0,0,0,909774157648,357508129324,39316200000,4585684992,0,554084710404,1818682080,39316462144,0,355689447244,355689447244,4585422848,0,20334407,20334407,262108,262108,0,0,1,1,1,1,1,1,0,1301.402103,1301.402039,19207.00,13.55,6.78,6.78,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,1.301405815358665,,59.177583512,13.64,27.248628907840782,0.08943865832920526,150.00100013734797,,1.289160910881018,98.71054402360288
23,ddr4 12 R WO Hit,2,1000000001340,137.21,32233594,nan,41022.962141,0,2062949949.235647,31971200,262144,0,31971200,0,262144,262144,0,0,0,0,1834527037052,1091952071067,39985671355,6911821220,0,1270701383804,528126417819,42312069727,0,563825653248,563825653248,4585422848,0,32233344,32233344,262108,262108,0,0,2,2,2,1,2,2,0,2062.934141,2062.934013,19207.00,21.48,10.74,10.74,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,2.062949949235647,,41.022962141,21.57,39.42195335997407,16.384474965396084,161.42990571443832,,0.8132633301765854,99.18596108147295
24,ddr4 12 R WO Hit,4,1000000019044,187.09,38736495,nan,35806.270865,0,2479135568.787343,38473773,262144,0,38473773,0,262144,262144,0,0,0,0,3179468528672,1938991906358,41347587024,8412659854,0,2501899868508,1261423246194,45174824030,0,677568660164,677568660164,4585422848,0,38735917,38735917,262113,262113,0,0,4,4,4,3,4,4,0,2479.098897,2479.098641,19207.00,25.81,12.91,12.91,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,2.479135568787343,,35.806270865,25.9,64.58863148916805,32.564693026216474,172.34865889902449,,0.6767364987462082,99.32177136831817
25,ddr4 12 R WO Hit,8,1000000074832,294.82,54862081,nan,28219.056575,0,3511172857.251913,54598262,262144,0,54598262,0,262144,262144,0,0,0,0,6343094911860,2763197555036,44029068686,11549238363,0,5383476690108,1803579333284,50992884201,0,959618221752,959618221752,4585422848,0,54860406,54860406,262115,262115,0,0,8,8,8,6,8,6,0,3511.066105,3511.065721,19207.00,36.56,18.28,18.28,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,3.511172857251913,,28.219056575,36.650000000000006,98.13045660121436,32.87579266701016,194.54393758846308,,0.47782365382749514,99.51912323559145
26,ddr4 12 R WO Hit,16,1000000130014,426.62,70785634,nan,24123.384306,0,4530279923.000186,70519117,262144,0,70519117,0,262144,262144,0,0,0,0,13005721258416,3531487628188,49990218992,17771460827,0,11767615441004,2293381810776,63176256971,0,1238105817412,1238105817412,4585422848,0,70781261,70781261,262122,262122,0,0,16,14,16,11,16,9,0,4530.001075,4530.000115,19207.00,47.17,23.59,23.59,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,4.530279923000186,,24.123384306,47.260000000000005,166.25326074656962,32.40097418970821,241.01852179900962,,0.3703350315404394,99.62348716125082
27,ddr4 12 R WO Hit,32,1000000038509,745.41,114385050,nan,18741.749544,0,7320642854.089364,114108703,262144,0,114108703,0,262144,262144,0,0,0,0,18169333596924,5274151507465,54920633472,21416708606,0,16168758741200,3273576651741,71751919230,0,2000574855724,2000574855724,4585422848,0,114370847,114370847,262132,262132,0,0,32,14,31,12,31,14,0,7319.735654,7319.733926,19207.00,76.22,38.11,38.11,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,7.320642854089364,,18.741749543999997,76.31,141.3713298914364,28.62247449947625,273.72438019776297,,0.22917680238807434,99.75840636516747
28,ddr4 12 R WO Hit,64,1000000026563,886.71,121577597,nan,18224.942919,0,7780965937.314201,121285795,262144,0,121285795,0,262144,262144,0,0,0,0,33301105537768,5592477348961,60928723900,22830940685,0,31174988988780,3466360799973,79174241737,0,2126116548988,2126116548988,4585422848,0,121547939,121547939,262134,262134,0,0,47,14,55,13,51,14,0,7779.070705,7779.067889,19207.00,81.00,40.50,40.50,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,7.7809659373142015,,18.224942919,81.09,256.4830736354978,28.51846628162901,302.037285270129,,0.21561867191699802,99.7599870311633
29,ddr4 12 R WO Hit,128,1000000002031,1053.79,125971843,nan,17937.791331,0,8062197871.625676,125647890,262144,0,125647890,0,262144,262144,0,0,0,0,65138881457910,5787565862786,61656616702,24400286973,0,62936463143182,3585147548058,81471480827,0,2202418314728,2202418314728,4585422848,0,125910034,125910034,262138,262138,0,0,90,14,86,13,58,14,0,8058.247024,8058.242160,19207.00,83.91,41.95,41.95,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,8.062197871625676,,17.937791331,84.0,499.85264195212596,28.473882772980584,310.7961486964881,,0.20809729679036293,99.74283697667263
30,ddr4 12 R WO Hit,256,1000000003393,1424.39,133901863,nan,17467.174920,0,8569719074.922942,133508272,262144,0,133508272,0,262144,262144,0,0,0,0,129121869746359,6143324784570,62148997840,23882790682,0,126781957629687,3803412667898,81446365674,0,2339912116672,2339912116672,4585422848,0,133770416,133770416,262141,262141,0,0,192,14,143,13,64,14,0,8561.315491,8561.306595,19207.00,89.15,44.57,44.57,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,8.569719074922942,,17.46717492,89.24000000000001,947.75781836312,28.432390222199803,310.6967840742196,,0.19577322833813,99.70606010164325
31,ddr4 12 R WO Hit,512,1000000059916,2260.17,136943273,nan,17300.337400,0,8764368882.874075,136412969,262144,0,136412969,0,262144,262144,0,0,0,0,257125860630751,6274294743018,63107583534,23381936602,0,254735139554155,3883573666422,81904097288,0,2390721076596,2390721076596,4585422848,0,136675113,136675113,262135,262135,0,0,420,14,270,57,64,14,0,8747.223860,8747.206708,19207.00,91.08,45.54,45.54,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,8.764368882874075,,17.3003374,91.17,1863.8004678595364,28.414636587291497,312.4500630896294,,0.19142524802952535,99.61275644404964
32,ddr4 12 R WO Hit,1024,1000000026330,3391.64,136275451,nan,17334.173910,0,8721628570.359520,135480665,262144,0,135480665,0,262144,262144,0,0,0,0,769081202154342,6231608032884,63093636217,23411971197,0,766706788939314,3857194817856,81920184566,0,2374413215028,2374413215028,4585422848,0,135742809,135742809,262130,262130,0,0,880,14,277,63,64,14,0,8687.556699,8687.539547,19207.00,90.46,45.23,45.23,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,8.72162857035952,,17.33417391,90.55,5648.231347115515,28.415463377187077,312.5173942929081,,0.19236333329030775,99.41677976908694
